"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"IBKCP","IBERIABANK Corporation","28.051","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","3.63","59937307.65","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","51.85","8766969882.75","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","16.4","51906049.2","n/a","2017","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","52.55","979658435.3","n/a","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","25.33","648166127.76","n/a","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","112.47","6090497934","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","1.46","83334087.32","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","220.05","4429724226.75","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","1.3511","18910159.0831","n/a","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","3.03","43162768.14","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.92","374150981.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","157.3","13719503554.9","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","17.85","380869823.25","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","20","78808160","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","11.36","161005654.88","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ifmk",
"RXDX","Ignyta, Inc.","15.6","1034876200.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"INFO","IHS Markit Ltd.","45.53","18161612176.65","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","46.65","2909586484.05","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","15.31","769934419.02","50289642","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","7.65","15239205.45","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILG","ILG, Inc","28.38","3520478947.92","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ilg",
"ILMN","Illumina, Inc.","217.29","31724340000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","3.1","16087505.8","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","6.95","203296138.85","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","8.79","44401718.1","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","3.9","187429468.2","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.7125","12506719.125","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","6.35","839791818","n/a","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","12.69","2038983262.2","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","5.38","2308783.96","429142","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","1.1","0","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1.57","11680617.88","7439884","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immp",
"IPXL","Impax Laboratories, Inc.","17.8","1319223397.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMPV","Imperva, Inc.","40.7","1384366177.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"PI","Impinj, Inc.","24.66","516831998.58","n/a","2016","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","1.64","33678857.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","41.05","4283361100.6","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"INCY","Incyte Corporation","93.56","19744650630.04","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","73.15","2007465837.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","23.5","501345921.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","70.5","1960406895","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"INDU","Industrea Acquisition Corp.","9.7","278875000","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/indu",
"INDUU","Industrea Acquisition Corp.","10.07","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/induu",
"INDUW","Industrea Acquisition Corp.","0.43","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/induw",
"IDSA","Industrial Services of America, Inc.","1.5415","12458083.9095","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","6.72","1003478952","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.87","94830379.71","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","108.5","1185546950","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"IFRX","InflaRx N.V.","19.85","464707794.2","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","4.33","187924139.02","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","1.54","5202551.2","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","34","688832384","n/a","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","10.33","568732663.65","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.19","30794170.26","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","45.54","889350295.68","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","68.9","1663078917.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","2.7896","46818216.6584","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","13.69","1478731524.19","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","120.18","2508199504.26","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","2.45","66695725.25","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","14.95","2180803009.45","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","4.3","388273505.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","0.205","3399645.175","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","1.58","92089522.64","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","38.45","1376211743.35","n/a","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.22","14535904.72","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","29.39","2251009754.51","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","10.25","229754744.25","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","29.31","558093058.26","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","69.03","4016700796.68","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","6.69","490488388.5","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","4.9","127759238.6","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","49.97","3921517526.89","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","31.05","4124520664.2","n/a","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IMTE","Integrated Media Technology Limited","6.25","16522568.75","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","46.26","216496800000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","18.54","669031028.64","n/a","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ntla",
"IPCI","Intellipharmaceutics International Inc.","0.7815","27121578.4725","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","45.2","1409641009.6","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","60.34","24842176216.9","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","62.08","1558337064.32","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","75.65","2625919225.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","24.2","1458084436.6","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","5.1655","37896628.764","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.3","64427611.3","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","15.66","81611400.96","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","39.6","2616551982","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","41.3","1825010119.1","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","7.7144","148141058.0784","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","9.01","15019417.72","1666972","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","0.9804","26322784.11","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","32","942588928","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","2","48182194","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"IVAC","Intevac, Inc.","6.95","151433598.65","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","42.02","786594986.76","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","15.65","854139846.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","19.15","131541598.95","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","161.13","41192867581.35","n/a","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","371.9","41670590208.4","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"ISTR","Investar Holding Corporation","24.5","213610845","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","14.36","4396422475.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","197.99","373612277.74","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","0.88","30129478.72","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IVTY","Invuity, Inc.","7.05","120832565.55","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty",
"IONS","Ionis Pharmaceuticals, Inc.","52.29","6525556904.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","9.25","671852632.25","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","0.523","34906130.329","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","18","49365342","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTUS","iPath US Treasury 2-year Bear ETN","34.78","9390704.34","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","60.5","4182546.5","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear ETN","30.94","1172626","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","65.48","4760396","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","61.756","4121718.952","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","16.22","16034248.56","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"STPP","iPath US Treasury Steepener ETN","30.22","4962124","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPGP","IPG Photonics Corporation","212.65","11469172700.9","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"CLRG","IQ Chaikin U.S. Large Cap ETF","25.27","31587525.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clrg",
"CSML","IQ Chaikin U.S. Small Cap ETF","28.53","355198528.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csml",
"IRMD","iRadimed Corporation","13.1","138273552.3","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","51.44","1182166662.48","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","7.78","90090976.26","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","11.5","1126665476.5","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","402","201000000","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","74.73","2083065121.5","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","15.9","2381119764","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","55","40972250","744950","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"PMPT","iSectors Post-MPT Growth ETF","27.774","13887111.096","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmpt",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","50.28","651126000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slqd",
"CSJ","iShares 1-3 Year Credit Bond ETF","104.65","11506267500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csj",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","83.4688","75121920","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","83.95","11408805000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/shy",
"TLT","iShares 20+ Year Treasury Bond ETF","127.18","7096644000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tlt",
"IEI","iShares 3-7 Year Treasury Bond ETF","122.41","7026334000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iei",
"IEF","iShares 7-10 Year Treasury Bond ETF","105.88","7655124000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ief",
"AIA","iShares Asia 50 ETF","65.45","706860000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aia",
"COMT","iShares Commodities Select Strategy ETF","36.6","278160000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"ISTB","iShares Core 1-5 Year USD Bond ETF","49.84","1211112000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/istb",
"IXUS","iShares Core MSCI Total International Stock ETF","63.03","8263233000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ixus",
"IUSG","iShares Core S&P U.S. Growth ETF","54.5","3479825000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusg",
"IUSV","iShares Core S&P U.S. Value ETF","55.58","3307010000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusv",
"IUSB","iShares Core Total USD Bond Market ETF","50.88","1979232000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusb",
"HEWG","iShares Currency Hedged MSCI Germany ETF","29.65","696775000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","24.963","9985200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/susb",
"SUSC","iShares ESG USD Corporate Bond ETF","25.465","10186000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/susc",
"XT","iShares Exponential Technologies ETF","35.64","1767744000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/xt",
"FALN","iShares Fallen Angels USD Bond ETF","27.27","19089000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","40.94","40940000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","30.56","635648000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IGF","iShares Global Infrastructure ETF","46.15","2127515000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","49.5966","128951160","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","51.2045","10240900","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyxe",
"CIU","iShares Intermediate Credit Bond ETF","109.39","7799507000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciu",
"IGOV","iShares International Treasury Bond ETF","49.52","846792000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","116.17","12035212000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","106.58","11819722000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","159.45","486322500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","50.01","3160632000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","72.63","8977068000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","75.88","4734912000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","16.02","85707000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","66.25","2676500000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchi",
"ESGD","iShares MSCI EAFE ESG Optimized ETF","68.32","136640000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgd",
"SCZ","iShares MSCI EAFE Small-Cap ETF","64.22","10236668000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scz",
"ESGE","iShares MSCI EM ESG Optimized ETF","72.96","160512000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esge",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","73.52","584484000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","53.15","10630000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","23.46","2120784000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","56.98","182336000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","17.92","337792000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ring",
"MPCT","iShares MSCI Global Impact ETF","59.5","26775000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpct",
"ENZL","iShares MSCI New Zealand Capped ETF","47.97","146308500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar Capped ETF","15.62","54670000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","41.42","376922000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE Capped ETF","16.7","42585000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"ESGU","iShares MSCI USA ESG Optimized ETF","58.7645","20567575","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgu",
"IBB","iShares Nasdaq Biotechnology Index Fund","106.36","9939342000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","173.44","1474240000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","27.23","8169000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","32.88","46032000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","9.1301","136951500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","71.28","380635200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","36.64","1194464000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","172.36","4998440000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","99.58","18014022000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.26","7839486000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/shv",
"CRED","iShares U.S. Credit Bond ETF","112.2","1525920000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cred",
"PFF","iShares U.S. Preferred Stock ETF","38.33","18049597000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pff",
"ISRL","Isramco, Inc.","110.2","299489548.2","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITI","Iteris, Inc.","7.34","240658062.68","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"ITRI","Itron, Inc.","71.25","2759171355","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
